date,country,CumulativeCase,DeadCase,RecoveredCase,CurrentCase
7/10,Canada,250,38,194,18
7/10,Bulgaria,0,0,0,0
7/10,Brazil,1,0,1,0
7/10,Belgium,0,0,0,0
7/10,Australia,5,0,5,0
7/10,United States,75,0,67,8
7/11,Belgium,0,0,0,0
7/11,Australia,5,0,5,0
7/11,Viet Nam,63,5,58,0
7/11,United States,75,0,67,8
7/11,United Kingdom,4,0,4,0
7/11,Thailand,9,2,7,0
7/11,Taiwan,671,84,507,80
7/11,Switzerland,1,0,1,0
7/11,Sweden,3,0,3,0
7/11,Spain,1,0,1,0
7/11,South Africa,1,1,0,0
7/11,Slovenia,0,0,0,0
7/11,Singapore,206,32,172,2
7/11,Russian Federation,1,0,0,1
7/11,Romania,1,0,1,0
7/11,Republic of Korea,3,0,3,0
7/11,Republic of Ireland,1,0,1,0
7/11,Poland,0,0,0,0
7/11,Philippines,14,2,12,0
7/11,New Zealand,1,0,1,0
7/11,Mongolia,9,0,9,0
7/11,Malaysia,5,2,3,0
7/11,Kuwait,1,0,1,0
7/11,Japan,0,0,0,0
7/11,Italy,4,0,4,0
7/11,Indonesia,2,0,2,0
7/11,India,3,0,3,0
7/11,Germany,10,0,9,1
7/11,France,7,1,6,0
7/11,Finland,1,0,1,0
7/11,Colombia,1,0,1,0
7/11,China,7083,646,6375,62
7/11,Canada,250,38,194,18
7/11,Bulgaria,0,0,0,0
7/11,Brazil,1,0,1,0
